date,admin1,temp_max,temp_min,precipitation
2023-07-19,Idlib,38.8,20.3,0.0
2023-07-19,Lattakia,32.8,22.6,0.0
2023-07-19,Hama,44.9,29.2,0.0
2023-07-19,Al-Hasakah,47.6,34.1,0.0
2023-07-19,Deir ez-Zor,53.1,28.1,1.7
2023-07-20,Aleppo,43.6,29.8,0.0
2023-07-20,Damascus,42.8,23.3,0.0
2023-07-20,Homs,38.2,25.2,0.0
2023-07-20,Idlib,38.1,26.6,0.0
2023-07-20,Lattakia,32.9,22.1,0.0
2023-07-20,Hama,43.0,24.2,0.0
2023-07-20,Al-Hasakah,45.2,29.5,0.0
2023-07-20,Deir ez-Zor,51.9,26.9,0.0
2023-07-21,Aleppo,40.2,27.9,0.0
2023-07-21,Damascus,37.5,24.9,0.0
2023-07-21,Homs,39.2,24.9,0.0
2023-07-21,Idlib,40.3,20.3,0.0
2023-07-21,Lattakia,33.6,21.2,0.0
2023-07-21,Hama,43.5,27.8,0.0
2023-07-21,Al-Hasakah,43.0,29.7,4.0
2023-07-21,Deir ez-Zor,58.7,30.3,0.0
2023-07-22,Aleppo,38.7,25.3,0.0
2023-07-22,Damascus,40.1,24.7,0.0
2023-07-22,Homs,40.6,21.1,0.0
2023-07-22,Idlib,40.1,19.6,0.0
2023-07-22,Lattakia,33.8,23.1,4.9
2023-07-22,Hama,41.5,28.5,0.0
2023-07-22,Al-Hasakah,43.6,26.3,0.0
2023-07-22,Deir ez-Zor,54.9,35.6,0.0
2023-07-23,Aleppo,36.6,27.0,0.0
2023-07-23,Damascus,43.5,23.4,0.0
2023-07-23,Homs,43.6,21.8,0.0
2023-07-23,Idlib,40.7,22.7,0.0
2023-07-23,Lattakia,30.8,19.1,0.0
2023-07-23,Hama,48.2,26.5,4.4
2023-07-23,Al-Hasakah,48.7,29.8,1.1
2023-07-23,Deir ez-Zor,40.8,28.8,0.0
2023-07-24,Aleppo,43.6,22.3,0.0
2023-07-24,Damascus,35.7,24.8,0.0
2023-07-24,Homs,41.7,29.9,2.7
2023-07-24,Idlib,43.6,20.5,0.0
2023-07-24,Lattakia,29.3,21.5,14.0
2023-07-24,Hama,38.9,26.0,0.0
2023-07-24,Al-Hasakah,42.8,31.7,0.0
2023-07-24,Deir ez-Zor,51.2,26.0,0.0
2023-07-25,Aleppo,41.0,29.4,0.0
2023-07-25,Damascus,43.8,20.4,0.0
2023-07-25,Homs,42.7,25.7,0.0
2023-07-25,Idlib,39.7,26.7,0.0
2023-07-25,Lattakia,35.2,22.3,0.0
2023-07-25,Hama,37.4,25.2,0.0
2023-07-25,Al-Hasakah,48.2,30.0,0.0
2023-07-25,Deir ez-Zor,48.3,27.6,0.0
2023-07-26,Aleppo,41.0,32.0,0.0
2023-07-26,Damascus,32.6,23.9,0.0
2023-07-26,Homs,42.6,23.7,0.0
2023-07-26,Idlib,38.1,23.0,0.0
2023-07-26,Lattakia,37.5,23.5,3.1
2023-07-26,Hama,44.1,24.7,0.0
2023-07-26,Al-Hasakah,48.1,29.7,1.2
2023-07-26,Deir ez-Zor,55.8,33.2,0.0
2023-07-27,Aleppo,42.8,27.5,0.0
2023-07-27,Damascus,36.7,22.9,0.0
2023-07-27,Homs,36.6,25.2,2.0
2023-07-27,Idlib,39.2,22.1,0.0
2023-07-27,Lattakia,36.4,21.1,0.0
2023-07-27,Hama,41.1,29.1,0.0
2023-07-27,Al-Hasakah,48.3,31.0,0.0
2023-07-27,Deir ez-Zor,44.5,23.9,0.0
2023-07-28,Aleppo,43.6,27.3,0.0
2023-07-28,Damascus,35.1,24.3,3.2
2023-07-28,Homs,42.5,26.7,1.5
2023-07-28,Idlib,43.1,25.1,0.0
2023-07-28,Lattakia,34.3,20.1,0.0
2023-07-28,Hama,45.7,24.8,0.0
2023-07-28,Al-Hasakah,42.5,30.6,0.0
2023-07-28,Deir ez-Zor,50.6,27.2,0.0
2023-07-29,Aleppo,40.8,22.8,0.0
2023-07-29,Damascus,41.3,17.6,0.0
2023-07-29,Homs,42.5,20.1,0.0
2023-07-29,Idlib,42.3,24.6,0.0
2023-07-29,Lattakia,28.9,22.0,0.0
2023-07-29,Hama,37.2,25.6,0.0
2023-07-29,Al-Hasakah,42.6,23.7,0.0
2023-07-29,Deir ez-Zor,51.9,27.4,0.0
2023-07-30,Aleppo,35.7,27.0,0.0
2023-07-30,Damascus,42.0,24.8,0.0
2023-07-30,Homs,40.3,26.1,0.0
2023-07-30,Idlib,37.4,24.4,0.0
2023-07-30,Lattakia,31.1,27.1,0.0
2023-07-30,Hama,38.6,25.9,0.0
2023-07-30,Al-Hasakah,49.3,27.2,0.0
2023-07-30,Deir ez-Zor,46.3,26.8,0.0
2023-07-31,Aleppo,41.4,22.9,0.0
2023-07-31,Damascus,35.3,16.2,0.0
2023-07-31,Homs,38.2,20.8,0.0
2023-07-31,Idlib,30.1,20.9,0.0
2023-07-31,Lattakia,33.8,21.6,0.0
2023-07-31,Hama,43.8,23.6,0.0
2023-07-31,Al-Hasakah,40.6,29.5,0.0
2023-07-31,Deir ez-Zor,51.3,26.6,0.5
2023-08-01,Aleppo,37.7,23.4,0.0
2023-08-01,Damascus,42.2,21.4,0.0
2023-08-01,Homs,41.2,23.3,0.0
2023-08-01,Idlib,43.7,18.5,0.0
2023-08-01,Lattakia,33.2,21.7,0.2
2023-08-01,Hama,35.8,22.7,0.0
2023-08-01,Al-Hasakah,42.9,33.0,0.0
2023-08-01,Deir ez-Zor,46.3,23.5,0.0
2023-08-02,Aleppo,37.9,29.4,0.0
2023-08-02,Damascus,45.0,22.9,0.0
2023-08-02,Homs,35.3,25.5,0.0
2023-08-02,Idlib,44.0,20.1,0.0
2023-08-02,Lattakia,32.1,23.9,0.0
2023-08-02,Hama,42.3,23.7,0.0
2023-08-02,Al-Hasakah,47.0,23.5,3.2
2023-08-02,Deir ez-Zor,43.0,29.0,0.0
2023-08-03,Aleppo,34.4,23.7,0.0
2023-08-03,Damascus,39.9,24.3,0.0
2023-08-03,Homs,40.2,24.6,0.0
2023-08-03,Idlib,39.5,20.8,0.0
2023-08-03,Lattakia,27.0,16.4,0.0
2023-08-03,Hama,40.3,21.7,0.0
2023-08-03,Al-Hasakah,43.3,24.1,0.0
2023-08-03,Deir ez-Zor,50.1,24.9,0.0
2023-08-04,Aleppo,31.7,27.3,0.0
2023-08-04,Damascus,34.7,21.6,0.0
2023-08-04,Homs,37.8,19.7,0.0
2023-08-04,Idlib,39.7,24.6,0.0
2023-08-04,Lattakia,28.7,22.4,0.2
2023-08-04,Hama,33.9,21.7,0.0
2023-08-04,Al-Hasakah,41.2,25.5,0.0
2023-08-04,Deir ez-Zor,46.9,24.1,0.0
2023-08-05,Aleppo,41.0,23.6,0.0
2023-08-05,Damascus,39.2,18.4,4.4
2023-08-05,Homs,40.6,24.9,0.0
2023-08-05,Idlib,42.0,24.2,0.0
2023-08-05,Lattakia,30.4,19.2,0.0
2023-08-05,Hama,40.4,27.3,11.5
2023-08-05,Al-Hasakah,43.0,26.0,0.0
2023-08-05,Deir ez-Zor,45.9,29.9,0.0
2023-08-06,Aleppo,38.5,19.5,0.0
2023-08-06,Damascus,42.4,24.3,0.0
2023-08-06,Homs,36.6,20.9,0.0
2023-08-06,Idlib,38.5,19.5,0.0
2023-08-06,Lattakia,30.3,18.5,0.0
2023-08-06,Hama,39.3,23.4,0.0
2023-08-06,Al-Hasakah,41.9,28.8,0.0
2023-08-06,Deir ez-Zor,46.1,25.7,0.0
2023-08-07,Aleppo,42.3,25.5,0.0
2023-08-07,Damascus,39.4,23.2,0.0
2023-08-07,Homs,35.8,20.9,0.0
2023-08-07,Idlib,42.4,20.6,0.0
2023-08-07,Lattakia,26.1,18.9,7.8
2023-08-07,Hama,41.0,25.3,0.0
2023-08-07,Al-Hasakah,35.7,22.2,0.0
2023-08-07,Deir ez-Zor,49.0,24.5,0.0
2023-08-08,Aleppo,39.2,26.3,0.0
2023-08-08,Damascus,39.4,21.9,0.0
2023-08-08,Homs,34.6,19.9,0.0
2023-08-08,Idlib,36.7,17.8,0.0
2023-08-08,Lattakia,30.2,20.1,0.0
2023-08-08,Hama,40.4,24.0,6.1
2023-08-08,Al-Hasakah,36.8,24.8,0.0
2023-08-08,Deir ez-Zor,40.4,19.0,0.0
2023-08-09,Aleppo,39.1,26.0,0.0
2023-08-09,Damascus,34.3,19.2,0.0
2023-08-09,Homs,40.7,21.9,8.1
2023-08-09,Idlib,39.2,15.1,2.7
2023-08-09,Lattakia,29.4,19.2,2.3
2023-08-09,Hama,37.3,19.1,0.0
2023-08-09,Al-Hasakah,38.2,25.9,0.0
2023-08-09,Deir ez-Zor,50.5,23.4,0.0
2023-08-10,Aleppo,36.3,20.1,0.0
2023-08-10,Damascus,39.7,21.4,0.0
2023-08-10,Homs,35.5,18.6,0.0
2023-08-10,Idlib,37.0,22.9,36.5
2023-08-10,Lattakia,29.7,23.4,0.0
2023-08-10,Hama,33.2,25.3,0.0
2023-08-10,Al-Hasakah,39.1,24.5,0.0
2023-08-10,Deir ez-Zor,41.1,22.1,0.0
2023-08-11,Aleppo,43.8,20.1,0.0
2023-08-11,Damascus,35.1,21.3,0.0
2023-08-11,Homs,37.1,19.2,0.0
2023-08-11,Idlib,32.6,23.5,0.0
2023-08-11,Lattakia,28.2,18.0,0.0
2023-08-11,Hama,48.2,21.2,0.0
2023-08-11,Al-Hasakah,41.7,22.1,0.0
2023-08-11,Deir ez-Zor,45.0,26.0,0.0
2023-08-12,Aleppo,39.6,20.8,0.0
2023-08-12,Damascus,41.9,19.9,0.0
2023-08-12,Homs,31.2,20.2,0.0
2023-08-12,Idlib,35.4,15.6,0.0
2023-08-12,Lattakia,29.2,16.8,0.0
2023-08-12,Hama,43.1,20.6,0.0
2023-08-12,Al-Hasakah,42.6,24.7,0.0
2023-08-12,Deir ez-Zor,43.8,27.7,0.0
2023-08-13,Aleppo,36.4,25.5,0.0
2023-08-13,Damascus,38.1,19.3,0.0
2023-08-13,Homs,34.4,18.2,0.0
2023-08-13,Idlib,36.9,23.1,0.0
2023-08-13,Lattakia,31.3,19.2,0.0
2023-08-13,Hama,39.2,19.8,0.0
2023-08-13,Al-Hasakah,44.8,28.1,0.0
2023-08-13,Deir ez-Zor,41.3,20.1,0.0
2023-08-14,Aleppo,38.4,21.7,0.0
2023-08-14,Damascus,34.9,21.6,0.8
2023-08-14,Homs,38.0,18.1,0.0
2023-08-14,Idlib,36.1,19.1,0.0
2023-08-14,Lattakia,30.5,16.0,4.9
2023-08-14,Hama,37.8,23.4,0.0
2023-08-14,Al-Hasakah,33.2,27.2,0.0
2023-08-14,Deir ez-Zor,44.0,21.6,0.0
2023-08-15,Aleppo,34.6,20.7,0.0
2023-08-15,Damascus,30.4,19.0,0.0
2023-08-15,Homs,33.9,15.9,0.0
2023-08-15,Idlib,36.7,21.1,0.0
2023-08-15,Lattakia,33.3,18.2,2.1
2023-08-15,Hama,34.4,17.8,0.0
2023-08-15,Al-Hasakah,41.7,24.9,0.0
2023-08-15,Deir ez-Zor,40.6,20.7,0.0
2023-08-16,Aleppo,35.4,23.3,0.0
2023-08-16,Damascus,35.1,19.4,0.0
2023-08-16,Homs,33.7,22.1,0.0
2023-08-16,Idlib,32.5,21.6,0.0
2023-08-16,Lattakia,26.4,14.1,2.2
2023-08-16,Hama,39.8,22.7,1.1
2023-08-16,Al-Hasakah,35.7,18.9,11.8
2023-08-16,Deir ez-Zor,47.0,22.6,0.0
2023-08-17,Aleppo,39.6,21.0,0.0
2023-08-17,Damascus,38.6,23.2,0.9
2023-08-17,Homs,33.4,14.2,0.0
2023-08-17,Idlib,37.6,19.5,3.1
2023-08-17,Lattakia,26.4,14.6,1.4
2023-08-17,Hama,41.0,17.0,0.0
2023-08-17,Al-Hasakah,39.4,18.9,0.0
2023-08-17,Deir ez-Zor,37.4,23.3,0.0
2023-08-18,Aleppo,42.8,19.3,0.0
2023-08-18,Damascus,35.6,19.6,0.0
2023-08-18,Homs,36.7,18.7,0.0
2023-08-18,Idlib,34.1,16.3,0.0
2023-08-18,Lattakia,30.5,18.8,0.1
2023-08-18,Hama,34.4,20.9,0.0
2023-08-18,Al-Hasakah,38.0,23.1,0.0
2023-08-18,Deir ez-Zor,48.4,21.9,0.0
2023-08-19,Aleppo,32.2,19.0,0.0
2023-08-19,Damascus,27.6,18.2,0.0
2023-08-19,Homs,38.5,19.7,0.0
2023-08-19,Idlib,38.9,16.9,0.7
2023-08-19,Lattakia,27.3,15.9,0.0
2023-08-19,Hama,29.5,23.2,5.2
2023-08-19,Al-Hasakah,36.6,25.1,0.0
2023-08-19,Deir ez-Zor,45.6,20.6,0.0
2023-08-20,Aleppo,35.7,18.4,0.0
2023-08-20,Damascus,32.9,19.7,0.0
2023-08-20,Homs,32.6,15.8,0.0
2023-08-20,Idlib,30.0,16.8,1.1
2023-08-20,Lattakia,35.9,21.5,0.0
2023-08-20,Hama,29.4,18.7,0.0
2023-08-20,Al-Hasakah,36.4,17.7,1.0
2023-08-20,Deir ez-Zor,41.0,24.2,0.0
2023-08-21,Aleppo,37.9,23.1,0.0
2023-08-21,Damascus,33.8,17.7,0.0
2023-08-21,Homs,35.2,16.0,0.0
2023-08-21,Idlib,34.3,18.1,9.6
2023-08-21,Lattakia,30.7,18.3,0.0
2023-08-21,Hama,40.2,19.5,0.0
2023-08-21,Al-Hasakah,44.3,19.3,0.0
2023-08-21,Deir ez-Zor,40.9,23.0,0.0
2023-08-22,Aleppo,32.0,16.0,0.0
2023-08-22,Damascus,36.5,19.3,0.0
2023-08-22,Homs,30.0,19.6,0.0
2023-08-22,Idlib,36.9,20.9,0.0
2023-08-22,Lattakia,31.4,18.2,0.0
2023-08-22,Hama,33.6,20.8,7.4
2023-08-22,Al-Hasakah,41.1,20.5,10.4
2023-08-22,Deir ez-Zor,40.4,22.2,0.0
2023-08-23,Aleppo,29.0,22.3,0.0
2023-08-23,Damascus,37.0,14.1,0.0
2023-08-23,Homs,33.5,12.3,0.0
2023-08-23,Idlib,30.8,16.4,0.0
2023-08-23,Lattakia,27.6,18.9,0.0
2023-08-23,Hama,27.0,16.6,0.0
2023-08-23,Al-Hasakah,39.6,16.5,0.0
2023-08-23,Deir ez-Zor,41.2,21.6,0.0
2023-08-24,Aleppo,32.4,19.2,0.0
2023-08-24,Damascus,36.2,16.5,0.0
2023-08-24,Homs,35.0,13.3,0.0
2023-08-24,Idlib,27.9,18.9,0.0
2023-08-24,Lattakia,27.2,14.1,0.0
2023-08-24,Hama,33.7,21.1,0.0
2023-08-24,Al-Hasakah,34.6,18.9,0.0
2023-08-24,Deir ez-Zor,42.8,19.4,0.0
2023-08-25,Aleppo,37.7,19.2,0.0
2023-08-25,Damascus,32.4,16.9,0.0
2023-08-25,Homs,36.2,21.1,0.0
2023-08-25,Idlib,28.4,13.7,0.0
2023-08-25,Lattakia,28.1,20.6,0.0
2023-08-25,Hama,32.8,19.5,0.0
2023-08-25,Al-Hasakah,35.6,18.9,0.0
2023-08-25,Deir ez-Zor,40.9,15.9,1.2
2023-08-26,Aleppo,28.2,19.4,0.0
2023-08-26,Damascus,28.6,15.7,21.2
2023-08-26,Homs,36.5,14.5,0.0
2023-08-26,Idlib,32.9,11.1,0.0
2023-08-26,Lattakia,21.7,13.8,0.0
2023-08-26,Hama,36.7,18.0,0.0
2023-08-26,Al-Hasakah,41.1,22.9,124.6
2023-08-26,Deir ez-Zor,37.9,21.8,0.0
2023-08-27,Aleppo,37.4,19.0,0.0
2023-08-27,Damascus,24.4,15.1,0.0
2023-08-27,Homs,35.1,16.5,0.0
2023-08-27,Idlib,33.7,16.8,0.0
2023-08-27,Lattakia,27.3,16.3,0.0
2023-08-27,Hama,34.4,16.2,2.1
2023-08-27,Al-Hasakah,34.1,25.7,0.0
2023-08-27,Deir ez-Zor,34.9,17.3,0.0
2023-08-28,Aleppo,36.6,16.9,0.0
2023-08-28,Damascus,32.6,16.9,0.0
2023-08-28,Homs,31.2,17.2,0.0
2023-08-28,Idlib,29.9,16.6,0.0
2023-08-28,Lattakia,23.9,10.8,0.0
2023-08-28,Hama,31.1,16.7,0.0
2023-08-28,Al-Hasakah,32.4,23.1,0.0
2023-08-28,Deir ez-Zor,37.9,18.5,0.0
2023-08-29,Aleppo,33.4,15.1,0.0
2023-08-29,Damascus,30.9,15.7,0.0
2023-08-29,Homs,28.3,15.9,0.0
2023-08-29,Idlib,34.8,19.7,4.4
2023-08-29,Lattakia,26.5,16.0,0.0
2023-08-29,Hama,32.9,20.6,0.0
2023-08-29,Al-Hasakah,38.4,16.9,0.0
2023-08-29,Deir ez-Zor,41.7,12.2,0.0
2023-08-30,Aleppo,33.9,15.9,0.3
2023-08-30,Damascus,34.0,14.4,5.8
2023-08-30,Homs,36.2,11.6,0.0
2023-08-30,Idlib,32.9,16.8,0.0
2023-08-30,Lattakia,28.2,17.1,0.0
2023-08-30,Hama,35.9,14.7,0.0
2023-08-30,Al-Hasakah,33.2,16.8,0.0
2023-08-30,Deir ez-Zor,43.3,16.0,1.2
2023-08-31,Aleppo,34.9,16.2,0.0
2023-08-31,Damascus,32.5,14.8,0.0
2023-08-31,Homs,30.8,12.0,0.0
2023-08-31,Idlib,35.2,16.9,0.0
2023-08-31,Lattakia,25.6,16.3,0.0
2023-08-31,Hama,35.9,16.9,0.0
2023-08-31,Al-Hasakah,33.7,16.2,0.0
2023-08-31,Deir ez-Zor,40.6,15.0,0.0
2023-09-01,Aleppo,31.5,25.8,0.0
2023-09-01,Damascus,32.9,13.3,0.0
2023-09-01,Homs,32.6,16.9,11.0
2023-09-01,Idlib,32.2,12.5,0.0
2023-09-01,Lattakia,26.8,13.0,0.0
2023-09-01,Hama,34.9,15.8,0.0
2023-09-01,Al-Hasakah,34.0,17.6,0.0
2023-09-01,Deir ez-Zor,32.5,16.2,0.0
2023-09-02,Aleppo,29.8,10.2,0.0
2023-09-02,Damascus,25.5,13.4,0.0
2023-09-02,Homs,24.5,11.8,0.0
2023-09-02,Idlib,33.6,18.2,0.0
2023-09-02,Lattakia,23.5,15.2,3.4
2023-09-02,Hama,33.5,16.2,1.5
2023-09-02,Al-Hasakah,25.1,20.3,0.0
2023-09-02,Deir ez-Zor,42.8,19.8,0.0
2023-09-03,Aleppo,32.2,15.8,0.0
2023-09-03,Damascus,33.3,17.3,0.0
2023-09-03,Homs,29.3,17.6,0.0
2023-09-03,Idlib,29.6,11.9,0.0
2023-09-03,Lattakia,27.3,12.5,0.0
2023-09-03,Hama,33.4,17.2,0.0
2023-09-03,Al-Hasakah,36.4,16.8,0.0
2023-09-03,Deir ez-Zor,37.9,10.4,0.0
2023-09-04,Aleppo,28.3,16.4,0.0
2023-09-04,Damascus,28.7,15.9,0.0
2023-09-04,Homs,34.4,13.5,0.0
2023-09-04,Idlib,28.7,11.9,1.8
2023-09-04,Lattakia,25.1,15.8,1.5
2023-09-04,Hama,32.4,13.6,0.0
2023-09-04,Al-Hasakah,35.9,16.3,0.0
2023-09-04,Deir ez-Zor,37.6,14.3,0.0
2023-09-05,Aleppo,31.0,14.7,0.0
2023-09-05,Damascus,26.6,15.9,0.0
2023-09-05,Homs,32.5,14.2,2.8
2023-09-05,Idlib,27.4,15.3,0.0
2023-09-05,Lattakia,26.0,16.4,0.0
2023-09-05,Hama,28.6,10.5,0.0
2023-09-05,Al-Hasakah,36.1,14.9,0.0
2023-09-05,Deir ez-Zor,37.5,17.2,0.0
2023-09-06,Aleppo,32.3,16.9,0.0
2023-09-06,Damascus,27.9,16.1,0.0
2023-09-06,Homs,33.5,15.3,0.0
2023-09-06,Idlib,26.4,14.0,0.0
2023-09-06,Lattakia,24.1,16.6,0.0
2023-09-06,Hama,29.6,10.2,0.0
2023-09-06,Al-Hasakah,31.0,16.3,7.5
2023-09-06,Deir ez-Zor,37.8,14.2,0.0
2023-09-07,Aleppo,25.0,16.6,0.0
2023-09-07,Damascus,29.5,15.5,0.0
2023-09-07,Homs,28.8,15.7,0.0
2023-09-07,Idlib,30.9,14.2,0.0
2023-09-07,Lattakia,24.5,9.8,0.0
2023-09-07,Hama,28.3,12.1,0.0
2023-09-07,Al-Hasakah,31.9,14.7,6.1
2023-09-07,Deir ez-Zor,35.6,18.5,0.0
2023-09-08,Aleppo,28.1,15.7,0.0
2023-09-08,Damascus,30.2,17.0,0.0
2023-09-08,Homs,27.8,15.2,0.0
2023-09-08,Idlib,25.4,13.0,0.0
2023-09-08,Lattakia,25.3,15.0,0.0
2023-09-08,Hama,31.0,10.4,0.0
2023-09-08,Al-Hasakah,34.4,17.9,0.0
2023-09-08,Deir ez-Zor,34.2,14.5,0.0
2023-09-09,Aleppo,30.8,15.8,0.0
2023-09-09,Damascus,26.0,15.8,0.0
2023-09-09,Homs,26.2,12.9,0.0
2023-09-09,Idlib,28.5,7.4,0.0
2023-09-09,Lattakia,25.9,14.5,1.8
2023-09-09,Hama,31.5,13.9,0.0
2023-09-09,Al-Hasakah,30.3,17.6,0.0
2023-09-09,Deir ez-Zor,38.4,16.0,3.4
2023-09-10,Aleppo,27.2,10.8,0.0
2023-09-10,Damascus,28.5,8.3,0.0
2023-09-10,Homs,31.2,9.8,0.0
2023-09-10,Idlib,27.5,10.5,0.0
2023-09-10,Lattakia,21.1,8.0,0.0
2023-09-10,Hama,26.5,16.6,0.0
2023-09-10,Al-Hasakah,34.2,10.7,0.0
2023-09-10,Deir ez-Zor,38.4,17.8,0.0
2023-09-11,Aleppo,33.5,9.4,0.0
2023-09-11,Damascus,28.9,11.8,0.0
2023-09-11,Homs,24.7,10.8,0.0
2023-09-11,Idlib,26.5,10.2,0.0
2023-09-11,Lattakia,26.2,14.6,3.6
2023-09-11,Hama,31.5,11.5,1.6
2023-09-11,Al-Hasakah,31.1,16.2,0.0
2023-09-11,Deir ez-Zor,40.1,15.7,0.0
2023-09-12,Aleppo,30.1,13.1,0.0
2023-09-12,Damascus,26.3,14.3,0.0
2023-09-12,Homs,24.2,12.3,0.0
2023-09-12,Idlib,29.3,11.7,0.0
2023-09-12,Lattakia,27.5,14.3,13.0
2023-09-12,Hama,27.3,17.5,0.0
2023-09-12,Al-Hasakah,29.5,11.3,0.0
2023-09-12,Deir ez-Zor,37.5,13.6,0.0
2023-09-13,Aleppo,22.7,15.7,0.0
2023-09-13,Damascus,26.1,8.4,0.0
2023-09-13,Homs,28.5,8.6,0.0
2023-09-13,Idlib,19.0,13.8,0.0
2023-09-13,Lattakia,21.5,13.4,0.0
2023-09-13,Hama,29.1,12.4,8.7
2023-09-13,Al-Hasakah,27.5,13.7,3.9
2023-09-13,Deir ez-Zor,33.3,14.7,0.0
2023-09-14,Aleppo,28.9,8.5,0.0
2023-09-14,Damascus,26.2,8.1,0.0
2023-09-14,Homs,26.2,9.1,4.7
2023-09-14,Idlib,27.3,8.4,0.1
2023-09-14,Lattakia,23.6,14.2,0.0
2023-09-14,Hama,28.4,6.6,0.0
2023-09-14,Al-Hasakah,36.2,13.1,0.1
2023-09-14,Deir ez-Zor,31.9,13.6,0.0
2023-09-15,Aleppo,27.3,5.3,56.2
2023-09-15,Damascus,27.2,7.9,2.8
2023-09-15,Homs,25.2,9.1,0.0
2023-09-15,Idlib,21.1,12.9,6.9
2023-09-15,Lattakia,21.5,11.8,0.0
2023-09-15,Hama,29.5,8.8,5.4
2023-09-15,Al-Hasakah,31.0,12.3,0.0
2023-09-15,Deir ez-Zor,36.1,11.5,4.6
2023-09-16,Aleppo,27.5,9.2,0.0
2023-09-16,Damascus,23.2,12.5,0.0
2023-09-16,Homs,27.5,10.3,5.1
2023-09-16,Idlib,27.8,10.0,0.0
2023-09-16,Lattakia,25.8,15.0,1.7
2023-09-16,Hama,27.8,12.6,0.0
2023-09-16,Al-Hasakah,24.9,12.2,0.0
2023-09-16,Deir ez-Zor,32.7,14.8,0.0
2023-09-17,Aleppo,27.0,8.9,0.0
2023-09-17,Damascus,24.1,8.8,3.3
2023-09-17,Homs,20.9,9.5,0.0
2023-09-17,Idlib,30.2,11.7,1.5
2023-09-17,Lattakia,23.1,8.1,0.0
2023-09-17,Hama,28.3,9.1,0.3
2023-09-17,Al-Hasakah,24.9,11.1,15.8
2023-09-17,Deir ez-Zor,37.9,11.2,0.0
2023-09-18,Aleppo,25.7,7.9,0.4
2023-09-18,Damascus,24.3,12.1,0.0
2023-09-18,Homs,19.7,8.6,5.8
2023-09-18,Idlib,20.8,8.6,0.0
2023-09-18,Lattakia,20.4,8.4,0.0
2023-09-18,Hama,23.6,6.3,0.0
2023-09-18,Al-Hasakah,23.8,12.2,0.0
2023-09-18,Deir ez-Zor,27.6,12.6,4.7
2023-09-19,Aleppo,26.5,13.9,0.0
2023-09-19,Damascus,25.6,6.1,0.0
2023-09-19,Homs,21.6,8.4,0.0
2023-09-19,Idlib,24.4,9.5,0.0
2023-09-19,Lattakia,23.5,10.0,0.0
2023-09-19,Hama,27.5,11.5,0.0
2023-09-19,Al-Hasakah,27.7,15.8,0.0
2023-09-19,Deir ez-Zor,27.0,14.8,0.6
2023-09-20,Aleppo,27.3,12.4,0.0
2023-09-20,Damascus,35.7,11.8,0.0
2023-09-20,Homs,22.0,7.1,0.0
2023-09-20,Idlib,21.6,10.2,0.0
2023-09-20,Lattakia,21.9,15.5,0.0
2023-09-20,Hama,26.9,6.4,0.0
2023-09-20,Al-Hasakah,22.9,9.9,0.0
2023-09-20,Deir ez-Zor,35.7,5.7,0.0
2023-09-21,Aleppo,32.5,11.0,0.0
2023-09-21,Damascus,22.2,6.3,0.0
2023-09-21,Homs,18.2,4.9,0.0
2023-09-21,Idlib,23.6,10.4,3.6
2023-09-21,Lattakia,25.8,12.1,0.0
2023-09-21,Hama,27.3,8.9,0.0
2023-09-21,Al-Hasakah,27.9,9.7,0.0
2023-09-21,Deir ez-Zor,35.5,11.1,0.0
2023-09-22,Aleppo,30.3,12.3,0.0
2023-09-22,Damascus,25.7,4.9,0.0
2023-09-22,Homs,22.6,8.5,0.0
2023-09-22,Idlib,27.2,10.7,0.0
2023-09-22,Lattakia,22.8,6.6,0.0
2023-09-22,Hama,22.3,11.1,6.3
2023-09-22,Al-Hasakah,26.7,14.4,0.0
2023-09-22,Deir ez-Zor,31.5,11.7,0.0
2023-09-23,Aleppo,27.8,8.3,1.3
2023-09-23,Damascus,20.9,9.7,0.0
2023-09-23,Homs,21.7,6.9,0.0
2023-09-23,Idlib,27.4,5.2,0.0
2023-09-23,Lattakia,23.5,7.7,0.0
2023-09-23,Hama,24.6,10.1,1.4
2023-09-23,Al-Hasakah,31.2,10.9,0.0
2023-09-23,Deir ez-Zor,36.4,11.4,0.0
2023-09-24,Aleppo,22.9,5.7,0.0
2023-09-24,Damascus,27.5,10.9,0.0
2023-09-24,Homs,17.1,8.3,0.0
2023-09-24,Idlib,23.3,8.7,0.0
2023-09-24,Lattakia,22.8,11.5,0.0
2023-09-24,Hama,22.1,11.1,0.0
2023-09-24,Al-Hasakah,23.7,9.0,0.0
2023-09-24,Deir ez-Zor,31.6,10.0,2.3
2023-09-25,Aleppo,24.5,9.8,0.0
2023-09-25,Damascus,20.4,6.5,0.0
2023-09-25,Homs,20.4,4.7,0.0
2023-09-25,Idlib,26.0,10.6,0.9
2023-09-25,Lattakia,18.2,6.3,3.6
2023-09-25,Hama,22.7,7.9,0.0
2023-09-25,Al-Hasakah,22.6,6.1,0.0
2023-09-25,Deir ez-Zor,23.5,11.6,0.0
2023-09-26,Aleppo,25.1,7.6,6.4
2023-09-26,Damascus,24.7,4.7,5.2
2023-09-26,Homs,20.7,3.5,22.1
2023-09-26,Idlib,23.2,4.4,0.0
2023-09-26,Lattakia,23.3,9.1,0.6
2023-09-26,Hama,22.0,5.8,7.6
2023-09-26,Al-Hasakah,26.1,3.7,11.9
